agency,county,town,address,X,Y,O_ABC,Serve,fax,mail,name,data
博仁綜合醫院附設居家護理所,臺北市,松山區,臺北市松山區復勢里光復北路66號,121.5576859,25.04990959,B,專業照護服務,02-25782518#2300,pojenghhomecare@gmail.com,王麗玲,20221229 23:18:37
中華民國紅十字會台灣省分會(社照C),臺北市,大安區,臺北市大安區龍坡里新生南路三段20-1號4樓,121.5344238,25.02418327,B,喘息服務,02-23630098,rct03702883@gmail.com,董光世,20210407 16:00:44
中華民國紅十字會台灣省分會(社照C),臺北市,大安區,臺北市大安區龍坡里新生南路三段20-1號4樓,121.5344238,25.02418327,C,巷弄長照站,02-23630098,rct03702883@gmail.com,董光世,20210407 16:00:44
臺北市私立跑居家長照機構,臺北市,士林區,臺北市士林區葫東里重慶北路4段250號3樓313室,121.5113525,25.08663177,B,居家服務,02-28161255,rcago313@gmail.com,吳正昕,20220126 15:30:31
財團法人伊甸社會福利基金會附設臺北市私立頤福社區式長期照顧服務機構,臺北市,北投區,臺北市北投區裕民六路120號3樓,121.5176315,25.1145401,B,日間照顧服務,02-28218267#105,dep419@eden.org.tw,羅紀?,20220503 17:13:21
臺北市政府社會局委託財團法人獎卿護理展望基金會經營管理臺北市文山老人養護中心,臺北市,文山區,臺北市文山區興豐里興隆路二段95巷8號,121.5468826,25.00002098,B,日間照顧服務,02-89313190,ccfws@yahoo.com.tw,王仁宏,20201203 09:42:16
臺北市私立全泰老人長期照顧中心(養護型),臺北市,北投區,臺北市北投區永和里007鄰行義路105號,121.5284348,25.12773514,B,喘息服務,02-28747739,ct28747739@gmail.com,陳莉茵,20221230 19:59:37
安理健康事業股份有限公司附設臺北市私立安理居家長照機構,臺北市,中正區,臺北市中正區光復里重慶南路1段10號8樓之15(111室),121.5131378,25.0465889,B,居家服務,0932-339-650,shih1112002@yahoo.com.tw,史辰雄,20220321 14:03:58
臺北市立聯合醫院(和平婦幼院區),臺北市,中正區,臺北市中正區社寮中華路二段33號,121.5066833,25.03553009,B,專業照護服務,02-23889595#8417,B1049@tpech.gov.tw,蕭勝煌,20221230 12:16:57
社團法人台灣厝邊有愛關懷協會中研教會,臺北市,南港區,臺北市南港區中研里研究院路二段11巷5號,121.6158295,25.04668236,C,巷弄長照站,02-23636356,lo1119@ms53.hinet.net,鄭忠仁,20210412 14:45:28
臺北市信義區永安社區發展協會,臺北市,信義區,臺北市信義區長春里松山路294號4樓,121.5776443,25.04301643,C,巷弄長照站,02-27238588,chen.cct2622@msa.hinet.net,陳林錦華,20210412 14:32:34
臺北市政府社會局委託社團法人中華民國紅心字會經營管理臺北市信義社區長照機構,臺北市,信義區,臺北市信義區興雅里松隆路36號5樓,121.567543,25.04339409,B,日間照顧服務,02-87870300,xinyitw@yahoo.com.tw,劉緒倫,20210201 13:53:02
臺北市立聯合醫院,臺北市,大同區,臺北市大同區鄭州路145號,121.5088882,25.0506916,A,個案管理服務,02-25989917,B5646@tpech.gov.tw,蕭勝煌,20230208 09:02:54
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市松山社區式長期照顧服務機構,臺北市,松山區,臺北市松山區鵬程里健康路317號2樓,121.5665131,25.05443192,B,營養餐飲服務,02-27685636,sselder105@gmail.com,黃禎祥,20210118 17:26:40
社團法人台灣厝邊有愛關懷協會六張犁教會,臺北市,大安區,臺北市大安區黎元里臥龍街215號,121.553627,25.01852036,C,巷弄長照站,023-636-356,lo1119@ms53.hinet.net,鄭忠仁,20210407 15:52:21
耆康實業有限公司附設臺北市私立小太陽居家長照機構,臺北市,松山區,臺北市松山區自強里三民路35巷9號2樓,121.5624695,25.05532074,B,居家服務,027-420-058,tw.softlife@gmail.com,嚴成茂,20220322 11:55:26
金旺租賃有限公司,臺北市,中山區,臺北市中山區長春路172號7樓之8,121.5338516,25.05469131,B,交通接送服務,0981-896-108,a0975672263@gmail.com,盧逸穎,20230119 15:21:23
臺北市私立仁群居家長照機構,臺北市,中山區,臺北市中山區下埤里民族東路512巷12號1樓,121.5419846,25.06753922,B,居家服務,02-25016299,kindhomeservice@gmail.com,劉昱森,20211230 15:54:03
安歆居家護理所,臺北市,中山區,臺北市中山區松江路50號3樓,121.5326614,25.04817963,B,專業照護服務,02-25372586,crcanhsin@gmail.com,余建華,20220210 15:17:48
財團法人弘道老人福利基金會附設臺北市私立弘道居家式服務類長期照顧服務機構,臺北市,松山區,臺北市松山區民福里復興北路451號,121.5444794,25.06398392,B,居家服務,02-66131314,yvonne@hondao.org.tw,王乃弘,20211230 14:41:20
國立臺灣大學醫學院附設醫院北護分院,臺北市,萬華區,臺北市萬華區內江街87號,121.5035706,25.04171944,A,個案管理服務,0223-717-101,B40731@bh.ntuh.gov.tw,陳永銘,20230208 09:06:32
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,臺北市,松山區,臺北市松山區南京東路三段285號3樓,121.5458374,25.05200768,B,喘息服務,077-056-178,khdaycare.service@gmail.com,林恩,20220315 11:46:06
臺北市文山區樟新社區發展協會,臺北市,文山區,臺北市文山區樟新里一壽街22號9樓教室二,121.5562744,24.97971153,C,巷弄長照站,0972-246-031,bs-781021@mail.taipei.gov.tw,歐陽禾英,20210409 16:03:09
(新北)社團法人臺灣58金融仕家協會,臺北市,萬華區,臺北市萬華區西昌街171之2號1、2樓,121.5007019,25.03891945,B,營養餐飲服務,(02)2311-2758,t58@t58fa.org,林仁豐,20220819 14:47:24
財團法人佳醫健康基金會附設臺北市私立佳醫居家長照機構,臺北市,松山區,臺北市松山區南京東路五段8-10號503室,121.5583496,25.0513382,B,居家服務,02-25280502,carrie516899@gmail.com,蘇秀鑾,20211230 14:50:46
臺北市政府社會局委託社團法人中華民國紅心字會經營管理臺北市信義社區長照機構,臺北市,信義區,臺北市信義區興雅里松隆路36號5樓,121.567543,25.04339409,B,日間照顧服務,02-87870300,xinyitw@yahoo.com.tw,劉緒倫,20201204 10:27:57
清山交通有限公司,臺北市,松山區,臺北市松山區八德路四段678號7樓之7,121.576416,25.04987144,B,交通接送服務,02-27457715,cingshan28@gmail.com,林青駿,20230605 21:16:52
臺北市大安區錦町社區發展協會,臺北市,大安區,臺北市大安區錦安里潮州街130巷3號1樓,121.5275726,25.02854347,C,巷弄長照站,02-2351-5967,chk550505168@gmail.com,龔志慧,20210407 15:54:08
財團法人福智慈善基金會(內湖路2段),臺北市,內湖區,臺北市內湖區內湖里內湖路2段484號4樓及482號、484號、486號、488號3樓,121.5932922,25.08428001,C,巷弄長照站,02-27963275,j141712@yahoo.com.tw,賴錫源,20210408 17:40:15
台北市石牌長青會,臺北市,北投區,臺北市北投區長安里中央北路1段12號3樓及4樓,121.5009995,25.13390732,C,巷弄長照站,0911-251-092,skyfu218@gmail.com,白惠萍,20221230 20:44:34
財團法人台灣基督教道生院附設臺北市私立道生院老人長期照顧中心(養護型),臺北市,北投區,臺北市北投區秀山里002鄰中和街錫安巷112號1.2樓及地下1樓,121.5004807,25.14772415,B,喘息服務,02-28936161,t28936161@yahoo.com.tw,翁瑞亨,20221229 23:07:20
臺北市立聯合醫院,臺北市,大同區,臺北市大同區鄭州路145號,121.5088882,25.0506916,B,專業照護服務,25553000#2030,B5646@tpech.gov.tw,蕭勝煌,20221229 23:03:09
台灣聽力語言學會,臺北市,中山區,臺北市中山區健民雙城街4巷2號,121.5241623,25.06327438,B,專業照護服務,02-25996095,slha.meeting@gmail.com,洪菱濃,20210112 11:34:07
旭生中醫診所,臺北市,萬華區,臺北市萬華區萬大路526號,120.3608455,22.5553185,B,專業照護服務,2314-3456#9,amanda.lee0933@gmail.com,陳贊文,20200311 18:14:35
臺北市中山區大直社區發展協會(第二區民活動中心),臺北市,中山區,臺北市中山區大直里大直街1號4樓,121.5469666,25.08034515,C,巷弄長照站,02-25329522,tachih70@yahoo.com.tw,戴思亭,20210408 16:12:54
臺北市私立和美居家長照機構,臺北市,北投區,臺北市北投區八仙里北投路一段59號2樓,121.500679,25.12595367,B,居家服務,02-28918131,huma1110224@gmail.com,詹弘毅,20220225 16:59:23
臺北市立聯合醫院,臺北市,大同區,臺北市大同區鄭州路145號,121.5088882,25.0506916,A,個案管理服務,02-25989917,B5646@tpech.gov.tw,蕭勝煌,20230208 09:03:13
北醫大管理顧問股份有限公司附設私立君蔚居家長照機構,臺北市,信義區,臺北市信義區中興里信義路4段375號4樓之7,121.5577316,25.03328323,B,居家服務,02-2345-5288,dreamway.hc@gmail.com,吳麥斯,20211203 10:03:35
渥康國際股份有限公司附設臺北市私立康禾社區長照機構,臺北市,松山區,臺北市松山區南京東路三段285號3樓,121.5458374,25.05200768,B,日間照顧服務,077-056-178,khdaycare.service@gmail.com,林恩,20220315 11:45:36
松德長照事業有限公司附設臺北市私立松德居家長照機構,臺北市,大同區,臺北市大同區永樂里西寧北路112號2樓之4,121.5088577,25.05611038,B,居家服務,02-25557985,songde2021@gmail.com,黃松共,20211130 16:45:18
臺北市政府社會局委託財團法人台灣省私立健順養護中心經營管理臺北市中山社區式長期照顧服務機構,臺北市,中山區,臺北市中山區新生北路二段101巷2號,121.5284271,25.05731773,B,營養餐飲服務,02-25420006,elder0006@gmail.com,黃禎祥,20210202 17:00:54
財團法人臺北市立心慈善基金會附設臺北市私立立心居家式服務類長期照顧服務機構,臺北市,萬華區,臺北市萬華區頂碩里艋舺大道120巷39弄3號,121.5023727,25.03202629,B,喘息服務,02-23361555#21,lishin.home@gmail.com,洪金桐,20230206 08:54:00
安安物理治療所,臺北市,士林區,臺北市士林區重慶北路四段136號1樓,121.5124817,25.08338928,B,專業照護服務,02-29161003,annysknt@gmail.com,簡淑霞,20221230 20:30:16
安安物理治療所,臺北市,士林區,臺北市士林區重慶北路四段136號1樓,121.5124817,25.08338928,B,專業照護服務(CC01),02-29161003,annysknt@gmail.com,簡淑霞,20230802 17:19:14
尚好物理治療所,臺北市,士林區,臺北市士林區重慶北路四段250號3樓,121.5113602,25.08666611,B,專業照護服務(CC01),2816-4533#325,gn01710202@gmail.com,周祺鈞,20230802 17:19:14
閤家福居家護理所,臺北市,文山區,臺北市文山區政大萬壽路75巷29號,121.5880127,24.9854908,B,專業照護服務,02-29381110,healthnurses0512@gmail.com,蔡宛婷,20201202 18:31:37
中華民國紅心字會(信義區),臺北市,信義區,臺北市信義區四維里虎林街74巷2號1樓,121.5133514,25.04495811,C,巷弄長照站,02-27660227,xinyitw@yahoo.com.tw,劉緒倫,20210412 17:34:13
臺北市大安區群英里辦公處,臺北市,大安區,臺北市大安區群英里四維路198巷30弄9號,121.5460968,25.02630425,C,巷弄長照站,2754-9339,cheng.kung2@gmail.com,石忠勝,20230202 15:26:11
臺北市麗山社區關懷協會,臺北市,內湖區,臺北市內湖區港都里麗山街348巷22號1-2樓及24號2樓,121.574234,25.08195305,C,巷弄長照站,26270443#20,t98765432135@yahoo.com.tw,王清瑩,20210408 17:50:26
國立臺灣大學醫學院附設醫院北護分院,臺北市,萬華區,臺北市萬華區內江街87號,121.5035706,25.04171944,B,居家失能個案家庭醫師照護服務,0223-717-101,B40731@bh.ntuh.gov.tw,陳永銘,20221230 22:03:46
原力復健科診所,臺北市,信義區,"臺北市信義區基隆路2段145號B1,1,2樓",121.5557404,25.02697372,B,專業照護服務,027-327-311,christine1040606@gmail.com,侯鐘堡,20200311 17:15:07
財團法人臺灣省私立臺北仁濟院附設仁濟醫院附設居家護理所,臺北市,萬華區,臺北市萬華區青山里廣州街243號,121.4980392,25.03688812,B,專業照護服務,023-021-133,homecare@tjci.org.tw,陳麗蘋,20221229 22:17:48
盤古銀髮股份有限公司附設臺北市私立家倍安居家長照機構,臺北市,大同區,臺北市大同區民權里民權西路118巷12號1樓,121.5168152,25.06228065,B,喘息服務,025-539-986,nancy.bear@lapangu.com.tw,林偉正,20221229 21:50:38
臺北市私立樂陽居家長照機構,臺北市,士林區,臺北市士林區後港里士商路110號1樓,121.5188828,25.09195137,B,居家服務,0988-423-585,cheerfulsun110@gmail.com,陳威仁,20221121 14:10:31
惠璿諮詢中心,臺北市,信義區,臺北市信義區智誠忠孝東路五段372巷29弄15號,121.5743866,25.03921127,B,專業照護服務,02-23457740,dietitian.shan@gmail.com,陳惠櫻,20200506 15:12:59
財團法人新北市基督教新希望教會(百齡長青),臺北市,士林區,臺北市士林區前港里承德路4段190號4樓,121.5222855,25.08720016,C,巷弄長照站,0982-985-298,rebecca401010@gmail.com,林淑萍,20221230 11:59:53
臺北市私立跑居家長照機構,臺北市,士林區,臺北市士林區葫東里重慶北路4段250號3樓313室,121.5113525,25.08663177,B,喘息服務,02-28161255,rcago313@gmail.com,吳正昕,20220126 15:30:31
臺北市松山區龍田里辦公處,臺北市,松山區,臺北市松山區龍田里光復北路230巷21號B1,121.5545654,25.0559845,C,巷弄長照站,0988-179-571,bh_ssda207@mail.taipei.gov.tw,袁俊麒,20210412 14:06:32
康年銀髮樂活股份有限公司附設臺北市私立康年復興社區長照機構,臺北市,松山區,臺北市松山區復興北路309號4樓,121.5444031,25.05865669,B,日間照顧服務,025-466-881,ss309fs@gmail.com,蔡淑芬,20220114 10:32:28
臺北市私立行義老人長期照顧中心(養護型),臺北市,北投區,臺北市北投區永和里001鄰石牌路2段357巷1號1~3樓,121.5248642,25.12366104,B,喘息服務,02-28729599,sy9599@gmail.com,林萬知,20220328 16:47:25
財團法人恆安社會福利慈善事業基金會附設臺北市私立恆安老人長期照顧中心(長期照護型),臺北市,萬華區,臺北市萬華區水源路187號,121.5107727,25.02360535,B,營養餐飲服務,02-23327973,1100330295@hangan.org,胡世賢,20210601 14:25:26
安德利互聯網股份有限公司附設臺北市私立安德利居家長照機構,臺北市,中山區,臺北市中山區復華里長春路410號10樓之1,121.5437469,25.05447388,B,喘息服務,02-2511-9069,Anderly0101@gmail.com,李盛豊,20220221 14:41:04
臺北市私立跑居家長照機構,臺北市,士林區,臺北市士林區葫東里重慶北路4段250號3樓313室,121.5113525,25.08663177,B,居家服務,02-28161255,rcago313@gmail.com,吳正昕,20201203 18:24:09
力麗長青長照社團法人附設台北市私立樂活社區長照機構,臺北市,萬華區,臺北市萬華區環河南路2段278號1樓,121.4911728,25.03236389,B,日間照顧服務,021-001-688,rita1126@regiant.com.tw,郭濟安,20211230 10:17:57
潤田健康有限公司附設臺北市私立潤田居家長照機構,臺北市,中正區,臺北市中正區龍福里湖口街1之3號1樓,121.5150299,25.03277588,B,居家服務,02-23435882,runtian0510@gmail.com,戴皇冠,20230509 09:26:08
臺北市立聯合醫院,臺北市,大同區,臺北市大同區鄭州路145號,121.5088882,25.0506916,A,個案管理服務,02-25989917,B5646@tpech.gov.tw,蕭勝煌,20230208 09:03:23
臺北市文山區順興社區發展協會,臺北市,文山區,臺北市文山區順興里興隆路4段165巷12號1、2樓,121.5626144,24.98406219,B,喘息服務,2939-5932,penny235689@hotmail.com,單連城,20230206 10:43:30
臺北市私立天玉老人長期照顧中心(長期照護型),臺北市,士林區,臺北市士林區天玉里天玉街38巷18弄18號1-6樓,121.5303421,25.12007141,B,喘息服務,02-2872-0239,tianyu3818@gmail.com,林海珠,20221230 15:08:31
與樂職能治療所,臺北市,南港區,臺北市南港區八德路四段881號2樓,121.580452,25.05083847,B,專業照護服務,3762-2208,withhappiness.service@gmail.com,陳姵君,20191218 11:30:19
臺北市立聯合醫院,臺北市,大同區,臺北市大同區鄭州路145號,121.5088882,25.0506916,A,個案管理服務,02-25989917,B5646@tpech.gov.tw,蕭勝煌,20230208 09:03:03
小藥師健保藥局,臺北市,南港區,臺北市南港區百福里福德街320之1號1樓,121.5879822,25.03948212,B,輔具及居家無障礙環境服務,02-27867002,a0227867002@gmail.com,江芝瑩,20230313 11:45:38
泉益居家有限公司附設臺北市私立泉益居家長照機構,臺北市,文山區,臺北市文山區忠順街一段20號1樓,121.5587769,24.98389626,B,居家服務,02-86618880,chuanyi10910@gmail.com,詹弘毅,20220104 19:07:39
芊潁顧問有限公司附設臺北市私立芊潁居家長照機構,臺北市,中山區,臺北市中山區行政里建國北路3段92號3樓(D316室),121.5344696,25.06668282,B,喘息服務,02-2508-0383,qianyingoffice@gmail.com,何冠潁,20220322 10:27:48
臺北市私立樂陽居家長照機構,臺北市,士林區,臺北市士林區後港里士商路110號1樓,121.5188828,25.09195137,B,喘息服務,0988-423-585,cheerfulsun110@gmail.com,陳威仁,20221229 22:51:53
臺北市私立和美居家長照機構,臺北市,北投區,臺北市北投區八仙里北投路一段59號2樓,121.500679,25.12595367,B,喘息服務,02-28918131,huma1110224@gmail.com,詹弘毅,20221230 20:34:33
財團法人獎卿護理展望基金會私立臺北居家長照機構,臺北市,大安區,臺北市大安區龍坡里和平東路一段216號,121.5318604,25.02602959,B,居家服務,02-23646040#24,ccfhcn@yahoo.com.tw,王仁宏,20211230 11:09:29
財團法人獎卿護理展望基金會私立臺北居家長照機構,臺北市,大安區,臺北市大安區龍坡里和平東路一段216號,121.5318604,25.02602959,B,喘息服務,02-23646040#24,ccfhcn@yahoo.com.tw,王仁宏,20221229 22:59:04
芊潁顧問有限公司附設臺北市私立芊潁居家長照機構,臺北市,中山區,臺北市中山區行政里建國北路3段92號3樓(D316室),121.5344696,25.06668282,B,喘息服務,02-2508-0383,qianyingoffice@gmail.com,何冠潁,20221229 23:18:22
安歆居家護理所,臺北市,中山區,臺北市中山區松江路50號3樓,121.5326614,25.04817963,B,專業照護服務,02-25372586,crcanhsin@gmail.com,余建華,20221229 22:34:41
臺北市立聯合醫院(和平婦幼院區),臺北市,中正區,臺北市中正區社寮中華路二段33號,121.5066833,25.03553009,B,專業照護服務,02-23889595#8417,B1049@tpech.gov.tw,蕭勝煌,20221230 12:17:11
安德利互聯網股份有限公司附設臺北市私立安德利居家長照機構,臺北市,中山區,臺北市中山區復華里長春路410號10樓之1,121.5437469,25.05447388,B,居家服務,02-2511-9069,Anderly0101@gmail.com,李盛豊,20220221 14:40:25
臺北市立聯合醫院,臺北市,大同區,臺北市大同區鄭州路145號,121.5088882,25.0506916,A,個案管理服務,02-25989917,B5646@tpech.gov.tw,蕭勝煌,20230208 09:08:00
清山交通有限公司,臺北市,松山區,臺北市松山區八德路四段678號7樓之7,121.576416,25.04987144,B,交通接送服務,02-27457715,cingshan28@gmail.com,林青駿,20230428 12:04:17
鴻源長期照顧股份有限公司附設臺北市私立旭樂居家長照機構,臺北市,士林區,臺北市士林區承德里承德路四段80巷2號3樓,121.5229187,25.08230591,B,喘息服務,028-858-000,P021158@alumni.cgust.edu.tw,杜彥甫,20220315 10:25:18
博珍服務事業股份有限公司附設臺北市私立博珍居家長照機構,臺北市,中正區,臺北市中正區黎明里忠孝西路1段45號7樓之6,121.5179367,25.04628181,B,居家服務,(02)23889028,bojen.homecare@gmail.com,朱雲鵬,20220530 17:34:11
好生活居家職能治療所,臺北市,中山區,臺北市中山區南京東路二段20號11樓,121.5286484,25.05188751,B,專業照護服務,0956-041-598,howlifeot@gmail.com,曾翊庭,20221229 22:33:08
臺北市政府社會局委託財團法人伊甸社會福利基金會經營管理民生身障社區長照機構（日間照顧）,臺北市,松山區,臺北市松山區三民里松山民生東路五段163之1號,121.562767,25.05908585,B,喘息服務,02-27609605,eden3779@eden.org.tw,羅紀?,20221229 22:27:05
財團法人雙福社會福利慈善事業基金會信義據點,臺北市,信義區,臺北市信義區正和里光復南路443巷9號,121.5585327,25.0357132,C,巷弄長照站,2392-2993分機12,yunhsuan1030tw@gmail.com,吳英賓,20210412 17:05:26
臺北市政府社會局委託財團法人中華民國唐氏症基金會經營管理信義身障社區長照機構（日間照顧）,臺北市,信義區,臺北市信義區西村里信義路５段15號５樓,121.5668488,25.0333271,B,日間照顧服務,02-27229933,minjungh1976@gmail.com,林正俠,20210121 15:05:20
愛護家健康事業股份有限公司附設臺北市私立愛護家居家長照機構,臺北市,中山區,臺北市中山區晴光里中山北路3段31號7樓之1,121.5225296,25.06570244,B,專業照護服務,02-2599-5665,vera@inursingplus.com,張淑貞,20220510 15:59:26
臺北市私立康健居家式長照機構,臺北市,內湖區,臺北市內湖區寶湖里民權東路6段180巷6號11F之19,121.5926514,25.06819534,B,居家服務,02-87919104,kjcare.tw@gmail.com,吳姁媛,20211230 18:21:18
中化銀髮事業股份有限公司附設臺北市私立暖時光社區長照機構,臺北市,中山區,臺北市中山區長安東路二段131-1號1-3樓及131-2號2-3樓,121.5361633,25.04850578,B,日間照顧服務,0978-511-719,kate.chang@ccpc.com.tw,王謝怡貞,20230317 16:45:03
惠安護康科技有限公司附設臺北市私立惠安居家長照機構,臺北市,文山區,臺北市文山區興隆路2段86巷2號1樓,121.5484314,24.99981117,B,居家服務,0952-654002,vicky6575@gmail.com,詹益發,20230906 15:24:10
