agency,county,town,address,X,Y,O_ABC,Serve,fax,mail,name,data
桃園市私立福安居家長照機構,桃園市,大園區,桃園市大園區南港里大觀路1156巷6弄28號六樓之3,121.1585999,25.0556736,B,居家服務,033-868-700,tommy830316@gmail.com,陳昱全,20230201 16:24:07
桃園市龍潭區衛生所附設居家護理所,桃園市,龍潭區,桃園市龍潭區中正路210號2樓,121.2165298,24.86404419,B,專業照護服務,,10031386@mail.tycg.gov.tw,李桂芬,20230220 14:38:26
桃園市復興區衛生所,桃園市,復興區,桃園市復興區澤仁里中正路25號,121.3509827,24.81507111,B,居家失能個案家庭醫師照護服務,03-3822325,10029778@mail.tycg.gov.tw,林德文,20230720 13:21:30
福樂居家物理治療所,桃園市,平鎮區,桃園市平鎮區文化街236巷5號1樓,121.1855545,24.94808769,B,專業照護服務,0928-631872,fufupt@gmail.com,羅苡綾,20230220 16:45:15
桃園市私立惜老社區長照機構,桃園市,楊梅區,桃園市楊梅區瑞坪里瑞溪路二段156號2樓,121.1817169,24.90903091,B,日間照顧服務,03-4817779,ivy08206@gmail.com,陳佳瑩,20201201 18:05:07
桃園市私立雲隼居家長照機構,桃園市,楊梅區,桃園市楊梅區中山里中山北路一段319號,121.1573563,24.90837669,B,營養餐飲服務,034-881-300,yunpp.ltcc@gmail.com,李鈺堂,20210107 14:30:42
桃園市私立旭登居家式服務類長期照顧服務機構,桃園市,八德區,桃園市八德區大強里樹仁三街601號3樓,121.3095551,24.97520638,B,到宅沐浴車服務,03-2181190,rr0329@yahoo.com.tw,李昆璋,20201209 13:10:05
桃園市私立旭登居家式服務類長期照顧服務機構,桃園市,八德區,桃園市八德區大強里樹仁三街601號3樓,121.3095551,24.97520638,B,喘息服務,03-2181190,rr0329@yahoo.com.tw,李昆璋,20220302 11:51:13
桃園市私立宜適康居家長照機構,桃園市,平鎮區,桃園市平鎮區平興里桃園市平鎮區平興里延平路二段350之3號1樓,121.2073669,24.94401169,B,居家服務,032-757-872,in851@usc.edu,林峻?,20230201 16:06:41
財團法人桃園市私立怡德老人長期照顧中心(養護型)附設桃園市私立怡德綜合長照機構,桃園市,桃園區,桃園市桃園區西門里005鄰和興街17號,121.3068466,24.99479294,B,喘息服務,03-3373488,wg27520@yahoo.com.tw,林哲弘,20230223 09:19:41
博善健康股份有限公司附設桃園市私立博樂居家長照機構,桃園市,桃園區,桃園市桃園區永安路445號,121.2976608,25.00242805,B,喘息服務,03-216-0026,boshan052021@gmail.com,陳諺弘,20230223 09:41:39
金色年代長照社團法人附設桃園市私立天慈綜合長照機構,桃園市,龍潭區,桃園市龍潭區中山里010鄰北龍路311巷35弄20號1樓,121.2185898,24.86953926,B,日間照顧服務,03-4802022,daycare01@tcmg.com.tw,徐向謙,20230201 10:30:33
恩典文化健康站,桃園市,大溪區,桃園市大溪區復興路2號7樓,121.288826,24.88062668,C,巷弄長照站,0980-685733,10019341@mail.tycg.gov.tw,潘玉雯,20200417 19:02:34
桃園市大園區埔心社區發展協會,桃園市,大園區,桃園市大園區埔心里中正東路1段671巷23號,121.2084885,25.05993462,C,巷弄長照站,0933-104386,wang3815295@gmail.com,王麗梅,20210127 16:11:43
桃園市楊梅區瑞原社區發展協會,桃園市,楊梅區,桃園市楊梅區瑞原里民豐路506號,121.1119003,24.92951202,B,喘息服務,03-4728951,muhshan@ms79.hinet.net,葉國桂,20201228 11:04:22
財團法人桃園市私立怡德老人長期照顧中心(養護型)附設桃園市私立中壢新明社區長照機構,桃園市,中壢區,桃園市中壢區舊明里008鄰明德路60號3樓,121.2161484,24.95632172,B,喘息服務,03-3373488,qwert741753@gmail.com,林哲弘,20230118 16:50:34
桃園市蘆竹區山腳社區發展協會,桃園市,蘆竹區,桃園市蘆竹區山腳里南山路三段357巷10號,121.2861404,25.08685303,C,巷弄長照站,0966-841793,lichegn1123@yahoo.com.tw,戴鉑釗,20210128 10:13:31
歡喜學堂推廣協會附設桃園市私立歡喜到宅居家長照機構,桃園市,蘆竹區,桃園市蘆竹區羊稠里中山路12號2樓,121.3015137,25.05085182,B,居家服務,03-3222606,happycare3222606@gmail.com,吳忠泰,20220114 09:33:51
桃園市蘆竹區內厝社區發展協會,桃園市,蘆竹區,桃園市蘆竹區內厝里南山路2段394巷67號,121.2872238,25.07135582,C,巷弄長照站,0936-833886,tao34010@gmail.com,游登財,20210128 10:14:41
長榮健康長照社團法人附設桃園市私立榮安居家長照機構,桃園市,中壢區,桃園市中壢區自治里環中東路106巷3弄35號,121.2576675,24.96469688,B,居家服務,03-4515286,ronganltci@gmail.com,謝麗玲,20230201 16:02:24
桃園市大園區橫峰社區發展協會,桃園市,大園區,桃園市大園區橫峰里中山南路二段25鄰435號,121.2127991,25.02934647,C,巷弄長照站,0922-713-143,h810285639@gmail.com,羅志全,20210127 17:57:22
桃園市龍潭區佳安社區發展協會,桃園市,龍潭區,桃園市龍潭區佳安里中正路佳安段403號,121.2442703,24.84897041,C,巷弄長照站,03-4713017,fash403@yahoo.com.tw,江李桂春,20210127 17:15:03
財團法人中華民國佛教慈濟慈善事業基金會八德區,桃園市,八德區,桃園市八德區興豐路1139號,121.3046036,24.93609238,A,個案管理服務,0982-041-736,ltc000181@tzuchi.org.tw,釋證嚴,20230125 19:40:28
財團法人桃園市私立國宏老人長期照顧中心(養護型),桃園市,平鎮區,桃園市平鎮區北貴里關爺東路19-5號,121.2206116,24.9292984,B,喘息服務,03-4582977,chang7716@gmail.com,吳黃玉英,20201228 11:06:34
桃園市私立慈照居家式服務類長期照顧服務機構,桃園市,桃園區,桃園市桃園區東門里中山東路21號4樓B2室,121.3139191,24.99581528,B,居家服務,03-3391181,3391181@gmail.com,曹昌敏,20230201 17:01:02
社團法人台灣樂活服務發展協會(執信據點),桃園市,中壢區,桃園市中壢區林森里執信一街167號,121.2271347,24.94496155,C,巷弄長照站,0982-985298,jinyuhe0327@gmail.com,林淑萍,20210127 15:29:00
大慶護理之家,桃園市,龜山區,桃園市龜山區大華里文化七路182巷9號,121.3678589,25.05110931,B,喘息服務,03-3960035,home9050@hotmail.com,許純毓,20220425 08:34:47
社團法人中華民國紅十字會桃園市分會附設桃園市私立福喜緣社區長照機構,桃園市,楊梅區,桃園市楊梅區楊梅里大模街10號2樓,121.144455,24.91285133,B,小規模多機能服務,03-4855785,yuannjen@tyred.tw,劉志清,20230118 16:00:25
好厝邊長照有限公司附設桃園市私立好厝邊居家長照機構,桃園市,桃園區,桃園市桃園區文明里南華街60號8樓之1,121.3085403,24.99056244,B,喘息服務,0908-231-736,jamiekuan075@gmail.com,薛文翔,20230118 14:23:58
桃園市中壢區復華社區發展協會,桃園市,中壢區,桃園市中壢區復華里復華街188號2樓,121.2482529,24.97293091,C,巷弄長照站,0933-961373,hj48514@yahoo.com.tw,曾榮煥,20210127 18:01:19
桃園市私立厚德老人長期照顧中心(養護型),桃園市,龍潭區,桃園市龍潭區高原里高原路239號(1-2F),121.2011719,24.83269691,B,喘息服務,03-4718866,dfhoude@yahoo.com.tw,謝孟君,20230118 15:18:35
中壢長榮醫院中壢區,桃園市,中壢區,桃園市中壢區環中東路150號,121.1658096,24.9804554,A,個案管理服務,03-4631230,sw@mail.egh.com.tw,謝麗玲,20230125 19:44:47
社團法人中華民國士林靈糧堂社會福利協會附設桃園市私立龜山陸光社區長照機構,桃園市,龜山區,桃園市龜山區陸光里029鄰自強西路240號1樓,121.331749,24.99531937,B,喘息服務,03-2132050,ksdaycare@slsc.org.tw,劉群茂,20230426 13:38:08
社團法人中華民國士林靈糧堂社會福利協會附設桃園市私立龜山陸光社區長照機構,桃園市,龜山區,桃園市龜山區陸光里029鄰自強西路240號1樓,121.331749,24.99531937,B,交通接送服務,03-2132050,ksdaycare@slsc.org.tw,劉群茂,20230426 16:05:57
桃園市私立家慈居家長照機構(八德元福),桃園市,八德區,桃園市八德區福興里長興二路56號,121.2801056,24.93388176,B,居家服務,03-3909835,fu3651901@gmail.com,張建忠,20230201 16:12:07
桃園市龍潭區中山社區發展協會,桃園市,龍潭區,桃園市龍潭區中山里華南路3號,121.1997604,24.84583664,C,巷弄長照站,0936-158225,s4792242@hotmail.com,黃玉春,20210127 17:04:27
桃園市私立惜老社區長照機構,桃園市,楊梅區,桃園市楊梅區瑞坪里瑞溪路二段156號2樓,121.1817169,24.90903091,B,喘息服務,03-4817779,ivy08206@gmail.com,陳佳瑩,20230118 16:00:25
懷寧護理之家,桃園市,中壢區,桃園市中壢區月眉里崇德三路250號1至4樓、252號1至4樓,121.1870956,24.99055862,B,喘息服務,03-4080143,v0989326287@gmail.com,楊少如,20230118 15:33:51
致樂居家物理治療所,桃園市,桃園區,桃園市桃園區仁愛路87巷1號4F之3,121.305542,24.96800804,B,專業照護服務(CC01),03-3700102,chun6354@gmail.com,林怡君,20230802 17:19:14
桃園市平鎮區平鎮社區發展協會,桃園市,平鎮區,桃園市平鎮區平鎮里南平路2段516巷(進去800公尺),121.1973648,24.92713547,C,巷弄長照站,0935-756-036,chuang4043@gmail.com,邱創寶,20210127 18:02:24
桃園市私立明心社區長照機構,桃園市,桃園區,桃園市桃園區龍鳳里國豐三街77-1號,121.2791748,24.9895153,B,日間照顧服務,03-3600773,rknowyou2020@gmail.com,薛明介,20230118 17:05:17
職物語居家職能治療所,桃園市,蘆竹區,桃園市蘆竹區南崁路2段83號18樓之3(1826室),121.2781143,25.05712509,B,專業照護服務(CC01),0913-820528,ops1080322@gmail.com,李柏毅,20230802 17:19:14
桃園市私立明心社區長照機構,桃園市,桃園區,桃園市桃園區龍鳳里國豐三街77-1號,121.2791748,24.9895153,B,喘息服務,03-3600773,rknowyou2020@gmail.com,薛明介,20230118 17:05:17
桃園市私立龍德社區長照機構,桃園市,新屋區,桃園市新屋區新屋里中華路214號,121.4857864,25.01468468,B,喘息服務,03-4970361,2022longde@gmail.com,彭振亮,20230118 17:24:39
平鎮佳醫護理之家,桃園市,平鎮區,桃園市平鎮區新安里東光路23巷18號,121.2541351,24.91793633,B,喘息服務,03-4607277,shosho131420@yahoo.com.tw,黃月秀,20230220 16:11:34
怡仁綜合醫院,桃園市,楊梅區,桃園市楊梅區楊新北路三二一巷三０號,121.155426,24.91695023,B,居家失能個案家庭醫師照護服務,03 4855566,n9343@yeezen.com,林承志,20230720 14:50:19
桃園市德強愛心關懷協會,桃園市,八德區,桃園市八德區大強里東勇街400巷57號,121.3113861,24.96548271,C,巷弄長照站,033-626-557,chunhuang888@yahoo.com.tw,陳春煌,20210127 17:56:02
全齡居家職能治療所,桃園市,桃園區,桃園市桃園區愛三街186號5樓,121.2888947,25.00550652,B,專業照護服務,0989-340673,allagetraining@gmail.com,阮慧琪,20230110 16:36:14
桃園市龍潭區烏林社區發展協會,桃園市,龍潭區,桃園市龍潭區烏林里中豐路401號,121.211525,24.88090134,C,巷弄長照站,0953-001255,maan6882@yahoo.com.tw,曾盛佳,20210127 16:58:05
惠好居家職能治療所,桃園市,楊梅區,桃園市楊梅區校前路254巷55號10樓,121.1485214,24.90137863,B,專業照護服務(CC01),0936-999246,tenglendon@gmail.com,鄧金春,20230802 17:19:14
大慶護理之家,桃園市,龜山區,桃園市龜山區大華里文化七路182巷9號,121.3678589,25.05110931,B,喘息服務,03-3960035,home9050@hotmail.com,許純毓,20230110 13:34:14
桃園市大園區和平社區發展協會,桃園市,大園區,桃園市大園區大園里平南路77巷9號,121.174118,25.04447556,C,巷弄長照站,03-3863795,tallmeifun@yahoo.com,梁垠錄,20210127 17:08:30
桃園市私立慈慧老人長期照顧中心（養護型）,桃園市,龜山區,桃園市龜山區萬壽路二段345號,121.356369,25.00121307,B,喘息服務,03-3194922,siam5039@gmail.com,鍾鳳連,20230905 11:29:47
桃園市龍潭區上林社區發展協會,桃園市,龍潭區,桃園市龍潭區上林里金龍路112巷51號,121.2128601,24.85583687,C,巷弄長照站,0933-967589,hfan2110@ms17.hinet.net,黃承藩,20210128 10:04:06
中華民國崇善社會福利協會,桃園市,復興區,桃園市復興區澤仁里忠孝路84號,121.3515396,24.81566238,C,巷弄長照站,0963-786360,ccchungdaw@mohw.gov.tw,待補,20190903 09:30:37
有限責任桃園市宜興照顧服務勞動合作社附設桃園市私立宜興居家長照機構,桃園市,八德區,桃園市八德區大智里25鄰大智路99號4樓,121.2975235,24.96430016,B,喘息服務,03-3631977,yixingcare@gmail.com,吳建宏,20230529 10:49:48
財團法人桃園市私立怡德老人長期照顧中心(養護型)附設桃園市私立怡德綜合長照機構,桃園市,桃園區,桃園市桃園區西門里005鄰和興街17號,121.3068466,24.99479294,B,居家服務,03-3373488,wg27520@yahoo.com.tw,林哲弘,20230118 16:39:26
護寧居家護理所,桃園市,桃園區,桃園市桃園區中埔二街80號5樓,121.2963181,25.01132965,B,專業照護服務,03-3413355,healthnurse_hn@yahoo.com.tw,朱麗雲,20230221 11:28:27
晴天居家護理所,桃園市,平鎮區,桃園市平鎮區中豐路110號2樓,121.1860657,24.99725914,B,喘息服務,0935-800-983,sd.homecare429@gmail.com,王曉倩,20230406 10:23:54
社團法人中華雲鵬展弘協會,桃園市,楊梅區,桃園市楊梅區中山里中山北路一段319號,121.1572952,24.90833855,B,營養餐飲服務,03-4881300,yumnpp.ltcc@gmail.com,李鈺璽,20201231 22:12:15
聯恩診所,桃園市,平鎮區,桃園市平鎮區平南里開封街88號,121.2042618,24.91104126,C,巷弄長照站,034-395-633,minalu496@gmail.com,洪國泰,20230315 17:36:16
拾全拾美樂齡事業有限公司附設桃園市私立潛龍綜合長照機構,桃園市,龍潭區,桃園市龍潭區烏樹林6鄰中豐路640號之2,121.212616,24.88698959,B,專業照護服務,03-4990906,Perfect9068@gmail.com,王運昌,20230220 14:32:50
活力診所,桃園市,中壢區,桃園市中壢區山東里莊敬路160號2樓,121.2574081,24.96802521,B,居家失能個案家庭醫師照護服務,03-4826241#323,4826241@gmail.com,張聖暉,20230720 13:17:21
桃園市八德區竹霄社區發展協會,桃園市,八德區,桃園市八德區霄裡里廟前1-1號,120.6134033,24.11668968,C,巷弄長照站,0932-933083,monica@abtek.com.tw,鄧旭東,20210201 16:00:12
家馨居家護理所,桃園市,龜山區,桃園市龜山區復興一路230號5樓之3,121.365036,25.05740547,B,專業照護服務,03-2114920,ru8230@hotmail.com,楊淑宜,20230220 14:29:58
桃園市桃園區寶慶里辦公處,桃園市,桃園區,桃園市桃園區寶慶里同德五街281-295號(交誼廳)汝志超,121.2955246,25.01255798,C,巷弄長照站,0933-951708,cichuan@ms35.hinet.net,汝志超,20210128 10:42:48
桃園市私立幸福家居家長照機構,桃園市,平鎮區,桃園市平鎮區金星里大連街43號2樓,121.2069397,24.91445732,B,喘息服務,0931-067-560,blessedhome0816@gmail.com,葉日隆,20230118 14:44:16
好厝邊長照有限公司附設桃園市私立好厝邊居家長照機構,桃園市,桃園區,桃園市桃園區文明里南華街60號8樓之1,121.3085403,24.99056244,B,居家服務,0908-231-736,jamiekuan075@gmail.com,薛文翔,20230201 16:16:10
桃園市私立關懷居家長照機構,桃園市,中壢區,桃園市中壢區過嶺里松信路109號1樓,121.1649933,24.96212578,B,居家服務,03-4905753,care4905753@gmail.com,許良怡,20230201 16:10:43
桃園市中壢區華愛里辦公處,桃園市,中壢區,桃園市中壢區華愛里華勛街37巷11號1樓,121.2578812,24.95181274,C,巷弄長照站,0932-096946,dora10660604@gmail.com,陳能娟,20210128 10:39:23
中華光明之家共生家園(復興據點),桃園市,中壢區,桃園市中壢區復興里長樂街39號,121.2495422,24.97842598,C,巷弄長照站,0932-107-268,80012433@mail.tycg.gov.tw,李素蘭,20191231 14:05:59
活力診所,桃園市,中壢區,桃園市中壢區山東里莊敬路160號2樓,121.2574081,24.96802521,C,巷弄長照站,03-4826241#323,4826241@gmail.com,張聖暉,20210128 10:58:48
正興診所,桃園市,桃園區,桃園市桃園區桃鶯路452號,121.3241119,24.97417259,B,居家失能個案家庭醫師照護服務,03-3635453,s220232@yahoo.com,陳明仁,20230720 13:32:36
桃園市觀音區白玉社區發展會,桃園市,觀音區,桃園市觀音區白玉里玉林路1段180號,121.0877838,25.04044914,C,巷弄長照站,03-4734160,kuang.rong@hotmail.com,張阿琤,20210127 17:17:39
財團法人桃園市私立國宏老人長期照顧中心(養護型),桃園市,平鎮區,桃園市平鎮區北貴里關爺東路19-5號,121.2206116,24.9292984,C,巷弄長照站,03-4582977,chang7716@gmail.com,吳黃玉英,20210128 10:55:16
黃文昌診所,桃園市,中壢區,桃園市中壢區龍岡路二段123號,121.2295303,24.94515991,B,居家失能個案家庭醫師照護服務,03-2841928,coma@mail2000.com.tw,黃文昌,20230720 15:06:40
桃園市中壢區中山里辦公處,桃園市,中壢區,桃園市中壢區中山里榮民路396號,121.2616196,24.96172905,C,巷弄長照站,03-4632760,wwyww6666@yahoo.com.tw,王寧政,20210127 16:39:15
桃園市觀音區廣福社區發展協會,桃園市,觀音區,桃園市觀音區廣福里福山路二段403巷6號,121.15271,25.0232563,C,巷弄長照站,0932-282589,qwerty56@kimo.com,王文進,20210127 17:16:50
桃園市新屋區下埔社區發展協會,桃園市,新屋區,桃園市新屋區下埔里10-3號,121.2047043,24.85390472,C,巷弄長照站,0937-128686,proh99@ms51.hinet.net,黃志材,20210127 17:11:50
社團法人桃園市愛鄰舍協會(新明據點),桃園市,中壢區,桃園市中壢區五福里中正路447號4樓,121.2141113,24.95651627,B,喘息服務,,sphyae683@hotmail.com,林雄堅,20190701 16:26:36
桃園市平鎮區復興里辦公處,桃園市,平鎮區,桃園市平鎮區復興里復興街55號,121.2049561,24.95422745,C,巷弄長照站,0919-992802,kungwei1102@mail2000.com.tw,彭恭偉,20190816 15:07:46
龍和診所,桃園市,桃園區,桃園市桃園區龍安街153號,121.2792816,24.991539,B,居家失能個案家庭醫師照護服務,03-3786145,yujaogjr@gmail.com,楊紹輝,20230720 13:22:08
桃園市私立幸福家居家長照機構,桃園市,平鎮區,桃園市平鎮區金星里大連街43號2樓,121.2069397,24.91445732,B,居家服務,0931-067-560,blessedhome0816@gmail.com,葉日隆,20230201 16:23:36
桃園市龜山區衛生所,桃園市,龜山區,桃園市龜山區自強南路103號,121.3384094,24.99147606,B,專業照護服務,03-3299645,10021351@mail.tycg.gov.tw,陳建安,20201230 11:55:49
龍潭敏盛醫院,桃園市,龍潭區,桃園市龍潭區中豐路168號,121.2136765,24.8750267,B,專業照護服務,03-4794151,P001872@e-ms.com.tw,梁植池,20230301 10:49:28
桃園市大園區海口社區發展協會,桃園市,大園區,桃園市大園區海口里漁港路15號,121.2421875,25.10837173,C,巷弄長照站,0963-074615,haikou87@outlook.com,呂定麟,20210127 16:11:22
財團法人伊甸社會福利基金會桃園市分事務所,桃園市,復興區,桃園市復興區羅浮里4鄰92號,121.367012,24.79517174,C,巷弄長照站,03-3822300,ccchungdaw@mohw.gov.tw,待補,20190903 09:07:45
寬福護理之家蘆竹區,桃園市,桃園區,桃園市桃園區中山路1288巷7號,121.2751236,24.98173714,A,個案管理服務,03-2170092,canfullaunit@gmail.com,周矢綾,20230125 19:26:43
高揚威家醫科診所,桃園市,復興區,桃園市復興區忠孝路32號,121.3515778,24.81482887,A,個案管理服務,03-3822839,alicewang19891030@gmail.com,高揚威,20230125 19:42:26
財團法人臺北市阿瑪社會福利慈善事業基金會(四維據點),桃園市,楊梅區,桃園市楊梅區永寧里四維路118號,121.1811447,24.91302872,C,巷弄長照站,0982-985298,rebecca401010@gmail.com,廖淑彩,20210127 15:11:43
大溪區農會附設護理之家,桃園市,大溪區,桃園市大溪區一德里中華路343號3樓,121.2918015,24.87620163,B,喘息服務,03-3879688,nh0316@yahoo.com.tw,陳玉娟,20230207 07:37:47
金色年代長照社團法人附設桃園市私立金色年華綜合長照機構,桃園市,中壢區,桃園市中壢區普義里立和路58巷66號1樓、68號1至4樓、70號1樓,121.2314148,24.95827866,B,日間照顧服務,03-4623626,med01@tcmg.com.tw,徐向謙,20230118 16:53:01
桃園市平鎮區新榮里辦公處,桃園市,平鎮區,桃園市平鎮區高雙里振興西路112號,121.2143097,24.94585991,C,巷弄長照站,03-4929471,a0932103373@yahoo.com.tw,鄧秀真,20210127 16:40:04
桃園市觀音區樹林社區發展協會,桃園市,觀音區,桃園市觀音區樹林里泰安街209號,121.1231613,25.05068207,C,巷弄長照站,03-4834817,iting166@yahoo.com.tw,袁進益,20210127 17:07:09
天成醫療社團法人天晟醫院中壢區,桃園市,中壢區,桃園市中壢區延平路219號,121.1785126,24.96022606,A,個案管理服務,03-4621952,tcmgjt01@gmail.com, 鄭貴麟,20230125 19:43:14
桃園市觀音區大同里辦公處,桃園市,觀音區,桃園市觀音區大同里新富路一段595號,121.1374054,25.00338364,C,巷弄長照站,03-4989839,h631600@kimo.com.tw,劉秀華,20191231 17:16:49
中華民國紅十字會桃園市分會楊梅區,桃園市,楊梅區,桃園市楊梅區大模街10號2樓,121.144455,24.91285133,A,個案管理服務,03-4855785,tyred3393531@gmail.com,劉志清,20230125 19:35:37
桃園市私立弘成居家長照機構,桃園市,桃園區,桃園市桃園區中山里中平路98號5樓之1,121.2926254,24.98759842,B,居家服務,03-2205627,honchen1002@gmail.com,陳妤榛,20230201 16:22:15
