agency,county,town,address,X,Y,O_ABC,Serve,fax,mail,name,data
社團法人中華民國士林靈糧堂社會福利協會附設基隆市私立七堵綜合式服務類長期照顧服務機構,基隆市,七堵區,基隆市七堵區永安里泰安路24之1號,121.7081451,25.08831406,B,團體家屋服務,02-24516920,qidudaycare@slsc.org.tw,劉群茂,20221228 16:35:07
基隆市安樂區五福社區發展協會,基隆市,安樂區,基隆市安樂區五福里樂利三街38巷2-4號,121.7135925,25.12691116,C,巷弄長照站,0919-948-526,love.wufu@yahoo.com.tw,鄭林清良,20210323 14:09:29
基隆市私立松齡社區長照機構,基隆市,暖暖區,基隆市暖暖區暖西里東勢街6-46號3樓,121.7386475,25.09584045,B,喘息服務,02-24596858,songlin2945@gmail.com,李軒丞,20221205 14:55:58
基隆市私立深美老人長期照顧中心(養護型),基隆市,信義區,基隆市信義區孝忠里20鄰教忠街37號,121.7778091,25.13524246,B,喘息服務,02-24685311,shenmei6@gmail.com,吳靜宜,20210715 16:59:13
衛生福利部基隆醫院,基隆市,信義區,基隆市信義區仁壽里信二路268號,121.7481308,25.13026237,B,專業照護服務,02-24292525,kao8563@gmail.com,林三齊,20210305 09:36:00
贏養食沛有限公司附設基隆市私立迎養社區式服務類長期照顧服務機構,基隆市,仁愛區,基隆市仁愛區水錦里劉銘傳路1號5樓之2,121.7470169,25.13477707,B,日間照顧服務,02-24278989,yinyang202011@gmail.com,許睿慈,20221228 16:37:18
衛生福利部基隆醫院附設社區式服務類長期照顧服務機構,基隆市,信義區,基隆市信義區仁壽里信一路124號2樓,121.7482529,25.12892723,B,日間照顧服務,02-24266826,daycare@kln.mohw.gov.tw,林慶豐,20221228 16:35:33
基隆市中正區衛生所,基隆市,中正區,基隆市中正區中砂里中正路236號2樓,121.7591782,25.14094162,C,巷弄長照站,2462-1632  #806,eugene@klchb.gov.tw,張文龍,20210304 10:46:15
基隆市暖暖區暖同里辦公處,基隆市,暖暖區,基隆市暖暖區暖同里暖暖街16巷41號,121.7372589,25.10154533,C,巷弄長照站,2458-6694,lee44322@yahoo.com.tw,林明坤,20210323 11:50:31
居達健康事業有限公司附設基隆市私立居達居家長照機構,基隆市,仁愛區,基隆市仁愛區花崗里仁一路133號12樓,121.7524338,25.1278019,B,專業照護服務,2425-5717,aoueshin@gmail.com,沈哲宇,20220301 15:12:39
(基隆)正泰居家物理治療所,基隆市,信義區,基隆市信義區禮東里東明路67巷18-2號,121.7622375,25.12709808,B,專業照護服務,0953-325-979,Anita73711@yahoo.com.tw,陳吟貞,20230518 08:08:48
基隆市中正區平寮社區發展協會,基隆市,中正區,基隆市中正區平寮里和一路186號,121.7638092,25.15506935,C,巷弄長照站,2463-3367,a0937869965@hotmail.com,許麗英,20210323 14:06:24
安馨幸福企業股份有限公司基隆市私立安馨居家長照機構,基隆市,中正區,基隆市中正區觀海街52號,121.7936096,25.13783646,B,居家服務, 02-24605808,ella9549@yahoo.com.tw,葛昭昀,20230729 15:27:53
信賴職能治療所(居家式),基隆市,中正區,基隆市中正區新豐街161巷102號,121.7903671,25.13951874,B,專業照護服務(CC01),02-2469-5151,sinlaiot@gmail.com,賴俊龍,20230802 17:19:14
居達健康事業有限公司附設基隆市私立居達居家長照機構,基隆市,仁愛區,基隆市仁愛區花崗里仁一路133號12樓,121.7524338,25.1278019,B,居家服務,2425-5717,aoueshin@gmail.com,沈哲宇,20220301 15:06:39
社團法人中華民國士林靈糧堂社會福利協會附設基隆市私立七堵綜合式服務類長期照顧服務機構,基隆市,七堵區,基隆市七堵區永安里泰安路24之1號,121.7081451,25.08831406,B,喘息服務,02-24516920,qidudaycare@slsc.org.tw,劉群茂,20230309 14:32:30
基隆市立醫院,基隆市,信義區,基隆市信義區信綠里東信路282號,121.7619858,25.12960625,B,居家失能個案家庭醫師照護服務,02-24652141,c0938602873@kmh.gov.tw,王慧珺,20230606 15:08:25
基隆市中山區德和社區發展協會,基隆市,中山區,基隆市中山區德和里復興路201巷1弄26號,121.7254333,25.1463356,C,巷弄長照站,0932-161-113,runwide54791873@gmail.com,洪圓明,20210323 14:00:58
基隆市仁愛區獅球里辦公處,基隆市,仁愛區,基隆市仁愛區獅球里獅球路115號,121.737648,25.12446785,C,巷弄長照站,2431-7291,9678rk@gmail.com,林錦榮,20210323 14:06:54
信賴職能治療所(居家式),基隆市,中正區,基隆市中正區新豐街161巷102號,121.7903671,25.13951874,B,專業照護服務,02-2469-5151,sinlaiot@gmail.com,賴俊龍,20230110 14:51:40
基隆市暖暖區過港社區發展協會,基隆市,暖暖區,基隆市暖暖區過港里過港路54號,121.7383652,25.10472488,C,巷弄長照站,02-24588802,peter830622@yahoo.com.tw,成耀民,20230510 15:45:11
永信健康事業有限公司附設基隆市私立永信居家長照機構,基隆市,中正區,基隆市中正區新豐街161巷102號,121.7903671,25.13951874,B,居家服務,02-24695151,yongsinabc@gmail.com,賴俊龍,20230729 15:29:36
金田文教育樂有限公司附設基隆市私立金田社區長照機構,基隆市,中正區,基隆市中正區正砂里中正路99號3樓、3樓之一、3樓之二、3樓之四,121.7571182,25.14093018,B,日間照顧服務,02-24625988,kingten5988@gmail.com,林子又,20220916 14:05:32
安馨幸福企業股份有限公司基隆市私立安馨居家長照機構,基隆市,中正區,基隆市中正區觀海街52號,121.7936096,25.13783646,A,個案管理服務, 02-24605808,ella9549@yahoo.com.tw,葛昭昀,20230921 10:59:10
基隆市中山區民治里辦公處,基隆市,中山區,基隆市中山區民治里中山一路219號,121.7394485,25.13451767,C,巷弄長照站,024-234-213,TN.SHY@MSA.HINET.NET,施財濃,20210323 14:02:19
基隆市私立信賴居家長照機構,基隆市,信義區,基隆市信義區孝岡里深澳坑路137之40號5樓,121.7913437,25.12389565,A,個案管理服務,02-24660003,sinlaiabc@gmail.com,賴俊龍,20230201 13:37:30
基隆市私立信賴居家長照機構,基隆市,信義區,基隆市信義區孝岡里深澳坑路137之40號5樓,121.7913437,25.12389565,B,喘息服務,02-24660003,sinlaiabc@gmail.com,賴俊龍,20220927 09:43:58
惠安復健科診所,基隆市,七堵區,基隆市七堵區正光里南興路12號2樓,121.7148285,25.09752655,B,專業照護服務,(02)24569908,lazuli28allen@gmail.com,陳俊亨,20210429 11:33:55
基隆市中山區德安里辦公處,基隆市,中山區,基隆市中山區德安里復興路259巷1-1號,121.7262115,25.14961052,C,巷弄長照站,2437-4884,hopeandsweet@gamil.com,謝銘傳,20210323 14:05:45
基隆市中山區新建社區發展協會,基隆市,中山區,基隆市中山區新建里成功二路2-1號,121.7372437,25.12949371,C,巷弄長照站,024-220-901,hopeandsweet@gmail.com,簡秀月,20210323 14:02:52
有限責任基隆市第一照顧服務勞動合作社附設基隆市私立第一居家長照機構,基隆市,中山區,基隆市中山區西榮里9鄰西定路85之4號,121.7349777,25.13357162,B,居家服務,02-24250679,we30061977@gmail.com,溫秀嬌,20221228 11:34:23
社團法人中華民國士林靈糧堂社會福利協會附設基隆市私立七堵綜合式服務類長期照顧服務機構,基隆市,七堵區,基隆市七堵區永安里泰安路24之1號,121.7081451,25.08831406,B,居家服務,02-24516920,qidudaycare@slsc.org.tw,劉群茂,20221228 11:31:16
基隆市安樂區永康社區發展協會,基隆市,安樂區,基隆市安樂區永康里崇德路10巷54-1號5樓,121.728508,25.13026047,C,巷弄長照站,02-2429-2558,C24292558@gmail.com,陳冠穎,20230602 16:14:03
基隆市安樂區武崙社區發展協會,基隆市,安樂區,基隆市安樂區武崙里基金一路164號7樓,121.7124634,25.14113808,C,巷弄長照站,024-346-867,c887811@yahoo.com.tw,陳明梅,20210323 14:26:40
財團法人中華民國佛教慈濟慈善事業基金會基隆市私立慈濟居家長照機構,基隆市,安樂區,基隆市安樂區六合里樂利三街150號1樓,121.7168274,25.12623787,C,巷弄長照站,02-24326658,ltc000287@tzuchi.org.tw,釋證嚴,20230504 09:42:50
李偉華耳鼻喉科診所,基隆市,安樂區,基隆市安樂區鶯歌里安樂路二段179號,121.7240143,25.12100983,B,居家失能個案家庭醫師照護服務,(02)24348535,leeweihua@yahoo.com.tw,李偉華,20230606 15:00:05
寶珠職能治療所,基隆市,中正區,基隆市中正區義一路111號3樓,121.7470932,25.13535881,B,專業照護服務(CC01),024-256-090,baozhucare@gmail.com,伍祐鼎,20230802 17:19:14
基隆市私立宏安老人長期照顧中心(養護型),基隆市,七堵區,基隆市七堵區長興里29鄰東新街91號2樓,121.7212296,25.0945797,B,喘息服務,02-2455-3517,hongan889@gmail.com,王姿懿,20221209 08:37:55
漁工診所,基隆市,中正區,基隆市中正區中正里中正路612號,121.7663269,25.15074158,B,居家失能個案家庭醫師照護服務,(02)24624802,yugong11111@gmail.com,胡經台,20210305 13:59:02
王俊傑耳鼻喉科診所,基隆市,仁愛區,基隆市仁愛區智仁里仁二路117號,121.7480011,25.12736893,B,居家失能個案家庭醫師照護服務,(02)24253660,stone15613@gmail.com,王俊傑,20210305 13:58:35
惠安復健科診所,基隆市,七堵區,基隆市七堵區正光里南興路12號2樓,121.7148285,25.09752655,B,專業照護服務(CC01),(02)24569908,lazuli28allen@gmail.com,陳俊亨,20230802 17:19:14
采宣股份有限公司附設基隆市私立采宣居家式服務類長期照顧服務機構,基隆市,七堵區,基隆市七堵區百福里百六街111號,121.6972656,25.08562088,B,喘息服務,02-24510380,myteamcare@gmail.com,朱秋蓉,20230309 14:39:18
基隆市私立祥安老人長期照顧中心(養護型),基隆市,中正區,基隆市中正區正砂里中正路99號2樓,121.7571487,25.14093018,B,喘息服務,024-629-980,linzzsa123@gmail.com,邱春蘭,20210427 13:43:36
基隆市財團法人中華基督教碇內浸信會,基隆市,暖暖區,基隆市暖暖區碇安里源遠路277巷25-1號,121.7556305,25.09952736,B,喘息服務,02-2458-7641,ellenchen839@hotmail.com,宣承義,20230203 09:10:16
基隆市信義區仁壽社區發展協會,基隆市,信義區,基隆市信義區仁壽里信二路249號,121.7491455,25.12968826,C,巷弄長照站,024-211-490,PAO4125@YAHOO.COM.TW,林東寶,20210323 13:50:07
基隆中山區健民社區發展協會,基隆市,中山區,基隆市中山區健民里健民街1巷3弄26之1?,121.7372284,25.14215088,C,巷弄長照站,024-277-651,hopeandsweet@gmail.com,劉健鑑,20210323 13:45:48
基隆市私立深美老人長期照顧中心(養護型),基隆市,信義區,基隆市信義區孝忠里20鄰教忠街37號,121.7778091,25.13524246,B,喘息服務,02-24685311,shenmei6@gmail.com,吳靜宜,20220221 16:45:47
基隆市暖暖區衛生所,基隆市,暖暖區,基隆市暖暖區暖暖里暖暖街281巷98號,121.7365417,25.0989666,B,喘息服務,024-572-630,fang0330@klchb.gov.tw,吳美慧,20220314 13:46:54
基隆市私立松齡社區長照機構,基隆市,暖暖區,基隆市暖暖區暖西里東勢街6-46號3樓,121.7386475,25.09584045,B,日間照顧服務,02-24596858,songlin2945@gmail.com,李軒丞,20221228 16:38:16
聖母聯合診所,基隆市,中正區,基隆市中正區新富里新豐街251巷3號,121.7881088,25.13633728,B,居家失能個案家庭醫師照護服務,(02)24694678,shengmu807@gmail.com,潘國斌,20210305 13:59:20
財團法人中華民國佛教慈濟慈善事業基金會基隆市私立慈濟居家長照機構,基隆市,安樂區,基隆市安樂區六合里樂利三街150號1樓,121.7168274,25.12623787,B,喘息服務,02-24326658,ltc000287@tzuchi.org.tw,釋證嚴,20221228 11:33:51
財團法人伊甸社會福利基金會附設私立基隆居家式長期照顧服務機構,基隆市,信義區,基隆市信義區信綠里東信路169號,121.7615356,25.12850571,C,巷弄長照站,02-24685707,eden1478@eden.org.tw,羅紀?,20210304 11:12:03
愛及德職能治療所,基隆市,仁愛區,基隆市仁愛區林泉里愛三路9號,121.741806,25.12739182,B,專業照護服務,0986-355003,pokeypeu@gmail.com,張世杰,20220208 16:55:55
基隆市私立溫心社區長照機構,基隆市,安樂區,基隆市安樂區六合里樂利三街207號1樓,121.7145767,25.12742043,B,家庭托顧服務,02-24317934,mayling221788@gmail.com,李美鈴,20221228 11:38:40
基隆市信義區禮東社區發展協會,基隆市,信義區,基隆市信義區禮東里東明路39巷18號1樓,121.7635269,25.12721062,C,巷弄長照站,0937-508-124,p24663733@gmail.com,魏艷華,20210323 14:10:01
(基隆)正泰居家物理治療所,基隆市,信義區,基隆市信義區禮東里東明路67巷18-2號,121.7622375,25.12709808,B,專業照護服務(CC01),0953-325-979,Anita73711@yahoo.com.tw,陳吟貞,20230802 17:19:14
居達健康事業有限公司附設基隆市私立居達居家長照機構,基隆市,仁愛區,基隆市仁愛區花崗里仁一路133號12樓,121.7524338,25.1278019,A,個案管理服務,2425-5717,aoueshin@gmail.com,沈哲宇,20230201 13:37:41
居達健康事業有限公司附設基隆市私立居達居家長照機構,基隆市,仁愛區,基隆市仁愛區花崗里仁一路133號12樓,121.7524338,25.1278019,B,居家服務,2425-5717,aoueshin@gmail.com,沈哲宇,20221228 11:34:06
基隆市立醫院護理之家附設日照中心,基隆市,信義區,基隆市信義區信綠里東信路282號,121.7620239,25.1295948,B,喘息服務,2465-2141,hsant.ann@gmail.com,王慧珺,20221228 12:00:31
碇內診所,基隆市,暖暖區,基隆市暖暖區碇內里源遠路323號,121.757515,25.09942627,B,居家失能個案家庭醫師照護服務,(02)24595878,spwan0715@gmail.com,萬學平,20230606 15:03:31
有限責任基隆市第一照顧服務勞動合作社附設基隆市私立第一居家長照機構,基隆市,中山區,基隆市中山區西榮里9鄰西定路85之4號,121.7349777,25.13357162,B,喘息服務,02-24250679,we30061977@gmail.com,溫秀嬌,20221122 11:43:39
惠安復健科診所,基隆市,七堵區,基隆市七堵區正光里南興路12號2樓,121.7148285,25.09752655,B,居家失能個案家庭醫師照護服務,(02)24569908,lazuli28allen@gmail.com,陳俊亨,20230606 15:02:25
贏養食沛有限公司附設基隆市私立大心社區式服務類長期照顧服務機構,基隆市,仁愛區,基隆市仁愛區水錦里劉銘傳路1號5樓之1,121.7510376,25.12787247,B,日間照顧服務,02-24211568,dasinn68@gmail.com,許睿慈,20221228 16:36:46
基隆市恩惠全人關懷協會,基隆市,信義區,基隆市信義區東安里東信路3巷34號,121.7675323,25.12718582,B,營養餐飲服務,02-2465-0910,ehc316@gmail.com,徐菊英,20230203 10:37:49
基隆市中正區社寮社區發展協會,基隆市,中正區,基隆市中正區社寮里平一路6號,121.7660065,25.15527534,C,巷弄長照站,024-622-498,liu07155@hotmail.com,劉維城,20210505 14:04:29
基隆市私立信賴居家長照機構,基隆市,信義區,基隆市信義區孝岡里深澳坑路137之40號5樓,121.7913437,25.12389565,B,居家服務,02-24660003,sinlaiabc@gmail.com,賴俊龍,20221228 11:34:38
基隆市暖暖區碇內社區發展協會,基隆市,暖暖區,基隆市暖暖區碇內里暖碇路15巷136號,121.7537003,25.09598541,C,巷弄長照站,024-595-108,pudding1234554321@yahoo.com.tw,林煌輝,20230602 16:15:22
基隆市私立無量壽老人養護中心,基隆市,七堵區,基隆市七堵區正明里開元路140號,121.7109604,25.09536934,B,喘息服務,0224-555-167,liangsouwu@yahoo.com.tw,楊德芳,20210427 13:26:49
采宣股份有限公司附設基隆市私立采宣居家式服務類長期照顧服務機構,基隆市,七堵區,基隆市七堵區百福里百六街111號,121.6972656,25.08562088,B,居家服務,02-24510380,myteamcare@gmail.com,朱秋蓉,20221228 11:33:28
康合診所,基隆市,仁愛區,基隆市仁愛區花崗里復興街64巷17號1樓,121.7523804,25.1249485,B,居家失能個案家庭醫師照護服務,(02)24592200,kh950701@kimo.com,李祥和,20230606 15:04:27
基隆市恩惠全人關懷協會(七堵分會),基隆市,七堵區,基隆市七堵區堵北里百三街26號,121.7675323,25.12718582,B,營養餐飲服務,02-2466-0210,ehc316@gmail.com,唐國年,20230203 10:38:34
基隆市中山區中興里辦公處,基隆市,中山區,基隆市中山區中興里中山二路11號,121.7408066,25.13708687,C,巷弄長照站,2428-2920,hopeandsweet@gmail.com,李進發,20210323 14:28:48
楊光復健診所,基隆市,仁愛區,基隆市仁愛區仁德里愛三路120號4、5樓,121.7436295,25.12963295,B,居家失能個案家庭醫師照護服務,(02)24292288,yanghuang@mail2000.com.tw,楊啟光,20210305 14:00:38
基隆市私立順逸老人長期照顧中心(養護型),基隆市,安樂區,基隆市安樂區新崙里22鄰基金一路210巷58號,121.7083893,25.1456852,B,喘息服務,024-340-129,sy.nurse@msa.hinet.net,簡淑芬,20230411 11:19:22
基隆市立醫院附設護理之家,基隆市,信義區,基隆市信義區信綠里東信路282號,121.7620316,25.12953949,B,喘息服務,（02）2465-2141,eva920622@gmail.com,鄭瓊娟,20210413 14:33:32
社團法人中華民國士林靈糧堂社會福利協會附設基隆市私立七堵綜合式服務類長期照顧服務機構,基隆市,七堵區,基隆市七堵區永安里泰安路24之1號,121.7081451,25.08831406,B,小規模多機能服務,02-24516920,qidudaycare@slsc.org.tw,劉群茂,20230309 14:30:48
基隆市暖暖區碇祥里辦公處,基隆市,暖暖區,基隆市暖暖區碇祥里碇內街25號4樓,121.7547684,25.09406471,C,巷弄長照站,02-2457-8540,"k732alex3080319@yahoo,com.tw",馮瑞枝,20210323 11:53:06
