agency,county,town,address,X,Y,O_ABC,Serve,fax,mail,name,data
社團法人台灣幸扶公益協會(社照C),新北市,汐止區,新北市汐止區新昌里仁愛路318號,121.6648636,25.06754112,C,巷弄長照站,0226-919-122,happinesshelpxizhi@gmail.com,鄭正,20230619 14:53:11
新北市新住民促進會(社照C),新北市,板橋區,新北市板橋區廣新里永豐街124號,121.4787827,25.01866722,C,巷弄長照站,0919-327-895,a2954b0333@yahoo.com.tw,林素杏,20230628 20:45:05
私立三民護理之家,新北市,蘆洲區,新北市蘆洲區三民路26巷51號1樓、2樓,121.4780502,25.08340263,B,喘息服務,(02)22886211,s22885959@yahoo.com.tw,楊玫芳,20221230 14:55:04
新北市私立家興居家長照機構,新北市,板橋區,新北市板橋區重慶路278巷6號1樓,121.4492493,24.99380493,B,喘息服務,0913-569857,ida700714@gmail.com,高嘉慈,20220126 15:43:06
(桃園特約)鐵牛居家職能治療所,新北市,三峽區,新北市三峽區中山路127號11樓之5,121.3653564,24.93592453,B,專業照護服務,0912-465-002,5201314168@yahoo.com.tw,姚柔羽,20230220 14:36:16
新北市私立許量居家長照機構,新北市,淡水區,新北市淡水區北新路182巷41弄4號5樓,121.4483109,25.17737007,B,居家服務,0906-805-906,twzara@gmail.com,廖月伶,20230407 10:21:50
財團法人中華民國佛教慈濟慈善事業基金會(新店靜思堂)(社照C),新北市,新店區,新北市新店區復興里建國路289號,121.535675,24.986063,A,個案管理服務,(02)66289779,maggie16471@tzuchi.com.tw,陳惠仙,20220314 15:42:11
天主教耕莘醫療財團法人永和耕莘醫院(社照C),新北市,永和區,新北市永和區永興里中興街80號,121.5177307,25.01187515,A,個案管理服務,02-29286060,ltcabc.cthyh@gmail.com,趙嘉倫,20220322 17:12:51
台灣基督長老教會馬偕醫療財團法人淡水馬偕紀念醫院淡水區油車里(醫事C),新北市,淡水區,新北市淡水區油車里淡海路32號,121.4230957,25.18156433,C,巷弄長照站,02-28094661#2160,love771005.b718@mmh.org.tw,廖麗華,20210526 18:03:50
新北市私立悠樂活居家長照機構,新北市,林口區,新北市林口區麗園一街6巷7號1樓之2,121.3753204,25.07085037,B,居家服務,2608-5670,binjer.ictmic@gmail.com,黃富琮,20220401 10:46:00
財團法人中華民國佛教慈濟慈善事業基金會(新店靜思堂)(社照C),新北市,新店區,新北市新店區復興里建國路289號,121.535675,24.986063,B,專業照護服務,(02)66289779,maggie16471@tzuchi.com.tw,陳惠仙,20220314 15:42:54
新北市私立大心居家長照機構,新北市,樹林區,新北市樹林區南園里大義路238號1樓,121.3777924,24.94609451,B,居家服務,2680-8878,dasin.homecare@gmail.com,簡秀娟,20220829 09:49:22
主恩診所,新北市,三峽區,新北市三峽區大同路98之2號1樓,121.3754501,24.9276123,B,居家失能個案家庭醫師照護服務,02-26714328,edrelife@gmail.com,于正宗,20220318 11:14:15
永宜居家呼吸照護所,新北市,永和區,新北市永和區成功路一段14號2樓,121.5269699,25.00525665,B,專業照護服務,02-82313318,yungyihomecare@gmail.com,許佩珊,20220325 08:43:26
新北市私立全心居家長照機構,新北市,三重區,新北市三重區長壽西街107號,121.4945908,25.06686974,B,居家服務,0925-790-290,gsk.md.ada@gmail.com,許秀芬,20221003 11:59:58
新北市私立寶安老人長期照顧中心(養護型),新北市,永和區,新北市永和區竹林路73號2樓、3樓,121.5191116,25.01316834,B,喘息服務,02-89281517,Betty19810409@gmail.com,張靜如,20220303 09:16:07
齡活有限公司附設新北市私立齡活居家長照機構,新北市,板橋區,新北市板橋區香社里海山路19號1樓(103室),121.4542084,25.02016449,B,居家服務,7751-8056,seniorlifeot@gmail.com,李劉素秋,20220406 15:55:44
新北市私立家安居家長照機構,新北市,蘆洲區,新北市蘆洲區正義里光榮路101巷52-1號1樓,121.463356,25.09094048,B,居家服務,028-489-106,giaan601204@gmail.com,陳月美,20230512 09:45:50
社團法人台灣健康駕駛人樂活學習關懷協會,新北市,板橋區,新北市板橋區篤行路2段57巷4號5樓,120.6840885,24.1325655,B,交通接送服務,026-863-006,tla26863006@gmail.com,吳友翔,20220429 10:42:17
新北市私立康圓居家長照機構,新北市,中和區,新北市中和區中山路2段228號12樓之15,121.4989395,25.00278091,B,喘息服務,02-2246-6289,kangyuanhomeservice@gmail.com,江樹傑,20220315 10:46:56
新北市私立全心居家長照機構,新北市,三重區,新北市三重區長壽西街107號,121.4945908,25.06686974,B,專業照護服務,0925-790-290,gsk.md.ada@gmail.com,許秀芬,20220126 15:35:44
財團法人台北市立心慈善基金會附設新北市私立居家式服務類長期照顧服務機構,新北市,淡水區,新北市淡水區中正路55號6樓,121.4830627,25.06096649,B,喘息服務,02-29711997,lishin.north@msa.hinet.net,洪金桐,20220222 09:59:10
新北市私立再芳老人長期照顧中心(養護型),新北市,五股區,新北市五股區集福里成泰路四段10號3樓之2,121.4533386,25.10660362,B,喘息服務,02-22923158,zf22921358@gmail.com,陳丁福,20220207 10:49:45
社團法人台灣樂活協會,新北市,板橋區,新北市板橋區東丘里大觀路二段153巷39弄7之4號5樓,121.446373,25.0006218,B,交通接送服務,02-26863006,tla26863006@gmail.com,吳友翔,20230103 08:54:19
千歲小兒科診所,新北市,樹林區,新北市樹林區千歲街47號1樓,121.4254074,24.99638748,B,居家失能個案家庭醫師照護服務,086-871-390,osm560601@gmail.com,歐淑美,20230209 11:56:54
新北市瑞芳區衛生所,新北市,瑞芳區,新北市瑞芳區龍興里明燈路三段1號,121.8090744,25.10737991,A,個案管理服務,02-24972132,an5927@ntpc.gov.tw,麥可,20220317 10:35:19
上心居家長照服務有限公司附設新北市私立上心居家長照機構,新北市,三重區,新北市三重區長元街100號2樓,121.5443954,24.97969437,B,喘息服務,0968-530-500,shangshin10909@gmail.com,詹弘毅,20220221 17:03:51
景得居家呼吸照護所,新北市,中和區,新北市中和區景平路311號1樓,121.5064087,24.9930954,B,專業照護服務,02-86688529,jingde2021@gmail.com,葉韋辰,20220325 11:11:51
古淶稀健康股份有限公司附設新北市私立三峽古淶稀社區長照機構,新北市,三峽區,新北市三峽區復興路56、58號2樓,121.374382,24.93621635,B,日間照顧服務,02-26732586,kls83593107@gmail.com,黃佳彤,20220224 10:11:57
新北市私立連旺老人長期照顧中心(養護型),新北市,板橋區,新北市板橋區中山路1段311號、313號、315之1號,121.4840851,25.02202225,B,喘息服務,89520508柯小姐,lianwang.staff@gmail.com,連昭晴,20220727 15:09:31
新北市雙溪區牡丹社區發展協會(社照C),新北市,雙溪區,新北市雙溪區牡丹里下坑36號,121.8499603,25.05684853,C,巷弄長照站,0919-391547,AO5799@ntpc.gov.tw,游坤信,20230530 16:58:33
新北市新店區北新社區發展協會(社照C),新北市,新店區,新北市新店區張北里德正街23巷25號,121.5448074,24.97268105,C,巷弄長照站,0963-366-378,yalin54088@gmail.com,翁玉美,20220503 10:21:58
社團法人中華民國長者照顧關懷協會(社照C),新北市,三重區,新北市三重區長江里長安街112號,121.5026779,25.06782532,B,喘息服務,2977-1633,peggy5522@gmail.com,周淑玲,20221028 08:32:37
社團法人台灣幸扶公益協會附設新北市私立汐止社區長照機構,新北市,汐止區,新北市汐止區新昌里新台五路二段81號,121.6641617,25.06684875,B,日間照顧服務,(02)26919122,chefon23@gmail.com,鄭正,20230414 14:15:51
全人居家護理所,新北市,汐止區,新北市汐止區長興街二段60號2樓之1,121.6746445,25.08179474,B,專業照護服務,0978-850-600,h.ellworl.dhappy@gmail.com,呂詩婷,20221011 14:18:27
新北市樹林區山佳社區發展協會(社照C),新北市,樹林區,新北市樹林區中山里地政街12號,121.3946609,24.97157288,C,巷弄長照站,(02)26805561,0935630570a@gmail.com,簡玉春,20220503 10:33:17
新北市雙溪區衛生所附設物理治療所,新北市,雙溪區,新北市雙溪區新基南街18號2樓,121.8664474,25.03791618,B,專業照護服務(CC01),02-24931210#36,ar6307@ntpc.gov.tw,林昱呈,20230802 17:19:14
樂田健康生活有限公司附設新北市私立樂田居家長照機構,新北市,樹林區,新北市樹林區柑園里學林路13號2樓,121.3774643,24.94888878,B,喘息服務,0955-185-838,rakudacare@gmail.com,黃冠惟,20220321 15:40:07
新北市私立匯福老人長期照顧中心(養護型),新北市,新店區,新北市新店區青潭里竹林路99號,121.5545502,24.95040321,B,喘息服務,02-22178035,a0936732090@gmail.com,廖麗如,20220301 15:36:56
新北市私立旺福社區長照機構,新北市,貢寮區,新北市貢寮區朝陽街70巷10號1、2樓,121.909462,25.02257538,B,日間照顧服務,02-89857453,Ping3281113@gmail.com,黃雅萍,20220317 16:16:10
牧羊人居家服務整合有限公司附設新北市私立牧羊人居家長照機構,新北市,新莊區,新北市新莊區昌平里中央路287號3樓,121.4524765,25.05867958,B,專業照護服務,02-85213385,wgshomecare@gmail.com,劉懋,20220315 09:43:51
新北市私立寸草心居家長照機構,新北市,新店區,新北市新店區三民路63號2樓,121.535675,24.98297691,B,居家服務,0970-005-126,ccxhomecare@gmail.com,黃閔,20220207 14:54:14
好窩居家職能治療所,新北市,新店區,新北市新店區新和里永安街109巷36號,121.5217972,24.98610306,A,個案管理服務,02-86660313,haowo0305@gmail.com,楊書竣,20220314 15:00:50
新北市私立真開欣社區長照機構,新北市,蘆洲區,新北市蘆洲區正義里永樂街2號2樓,121.4607773,25.09308243,B,喘息服務,0966-560-079,p650711@gmail.com,江忠礎,20220126 15:31:41
財團法人新北市私立雙連社會福利慈善事業基金會附設新北市新莊昌平社區長照機構(新莊昌平公共托老中心),新北市,新莊區,新北市新莊區昌平里中央路51號2、3樓,121.4569778,25.05858612,B,喘息服務,02-85217872#316,joanna@slswf.org.tw,蔡政道,20220323 13:59:36
新北市私立愛迪樂居家長照機構,新北市,林口區,新北市林口區文化一路一段190巷6-2號,121.3757477,25.07308006,A,個案管理服務,02-25216043,a0986391797@gmail.com,莊政修,20220315 16:41:28
新北市私立合樂老人長期照顧中心(養護型),新北市,中和區,新北市中和區中山路二段327巷11弄17號3樓,121.4932251,25.00008392,B,喘息服務,0282-457-667,holuck6043@gmail.com,林淑美,20220829 08:25:09
資深國明股份有限公司附設新北市私立國明居家長照機構,新北市,板橋區,新北市板橋區中山路一段293-1號7樓之1(704室),121.4706192,25.01442719,B,居家服務,0917-562-010,guomingcare@gmail.com,曹森棟,20221122 07:57:56
康齡永安居家物理治療所,新北市,永和區,新北市永和區店街里福和路389號2樓之4,121.514122,25.00771141,B,專業照護服務(CC01),02-29261826,yacomeinpt@gmail.com,陳韋成,20230802 17:19:14
(桃園特約)鐵牛居家職能治療所,新北市,三峽區,新北市三峽區中山路127號11樓之5,121.3653564,24.93592453,B,專業照護服務(CC01),0912-465-002,5201314168@yahoo.com.tw,姚柔羽,20230802 17:19:14
新北市私立至傑護理之家,新北市,板橋區,新北市板橋區和平路14巷9號1-2樓、9之1號1樓,121.4615173,24.99287415,B,喘息服務,02-89641787,a1952000@yahoo.com.tw,黃惠珍,20230202 16:40:01
詠靜護理之家,新北市,深坑區,新北市深坑區萬順里北深路三段99、101、103號3、4樓及105號1、3、4樓,121.6057968,25.00166702,B,日間照顧服務,026-621-620,shen.serina@gmail.com,沈惠萍,20220317 10:24:41
新北市私立友達居家長照機構,新北市,三重區,新北市三重區中央里正義北路123號2樓之3,121.4980392,25.06240845,B,喘息服務,029-810-556,Auoservice88@gmail.com,王貴玉,20220208 15:42:57
新北市私立慈美護理之家,新北市,中和區,新北市中和區中山路2段315巷2號4樓、317號6樓,121.4940262,25.00173569,B,喘息服務,02-22467727,juliaguo2670@yahoo.com.tw,張美素,20220207 10:45:37
宏十字護理之家,新北市,深坑區,新北市深坑區北深路三段99至105號7、8樓,121.6059265,25.00171471,B,喘息服務,02-26626893,A49877920@gmail.com,張麗英,20220317 10:38:10
樂格適小客車租賃有限公司,新北市,新莊區,新北市新莊區復興路二段196巷2弄9-3號,121.4589615,25.04409981,B,交通接送服務,02-77469759,driveryeah3196@gmail.com,葉書含,20220302 10:07:56
明新幫老人服務事業股份有限公司附設新北市私立明新幫居家長照機構,新北市,新莊區,新北市新莊區中原里中信街176號24樓之3,121.4479065,25.05763245,B,居家服務,085-227-699,yahanhsieh@gmail.com,謝雅涵,20220314 14:53:44
新北市私立全心居家長照機構,新北市,三重區,新北市三重區長壽西街107號,121.4945908,25.06686974,B,喘息服務,0925-790-290,gsk.md.ada@gmail.com,許秀芬,20221003 12:00:27
博森健康有限公司附設新北市私立博森居家長照機構,新北市,新店區,新北市新店區百忍里三民路84巷2號1樓,121.534668,24.97273254,B,居家服務,0970-828889,bosenltc@gmail.com,陳維綸,20220804 15:05:22
新北市八里區大崁里辦公處(社照C),新北市,八里區,新北市八里區大崁里中山路一段21號,121.4220963,25.1589241,C,巷弄長照站,(02)8630-1926,in540108@yahoo.com.tw,林秀真,20220502 16:03:25
新北市私立光?社區長照機構,新北市,淡水區,新北市淡水區新民里新民街222巷16弄12號2樓(第3層),121.4371643,25.18003082,B,家庭托顧服務,0933-793-005,hainahu58@gmail.com,胡海霞,20220126 15:32:39
新北市私立光?社區長照機構,新北市,淡水區,新北市淡水區新民里新民街222巷16弄12號2樓(第3層),121.4371643,25.18003082,B,家庭托顧服務,0933-793-005,hainahu58@gmail.com,胡海霞,20220126 15:32:39
兆興護理之家,新北市,三重區,新北市三重區中興北街19巷2號1-3樓,121.4701462,25.04626846,B,喘息服務,0979-925-118,cheng22123638@gmail.com,鄭金英,20220301 16:20:14
東南社區發展協會(社照c),新北市,林口區,新北市林口區東勢里麗園二街1巷4號,121.3774033,25.07000351,C,巷弄長照站,(02)26095928,seca.org@msa.hinet.net,薛純良,20220503 09:05:04
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟蘆洲綜合長照機構-新永和聯絡處(醫事C),新北市,永和區,新北市永和區中溪里中山路一段130號,121.5103836,25.01006508,C,巷弄長照站,(02)2218-7770分機2224,sayyes103@gmail.com,釋證嚴,20210525 18:22:05
陳敏玲內科診所,新北市,板橋區,新北市板橋區溪崑二街97號,121.4269867,24.98915482,B,居家失能個案家庭醫師照護服務,026-816-661,apple.yaping168@gmail.com,陳敏玲,20220322 09:11:22
賀康居家有限公司附設新北市私立賀康居家長照機構,新北市,永和區,新北市永和區保福路一段9巷3號1樓,121.5127411,25.0079174,B,專業照護服務,0986-360-980,thedog04236@gmail.com,許恬琪,20220617 16:17:41
新北市私立樂舒活居家長照機構,新北市,淡水區,新北市淡水區崁頂里新市二路一段106號1樓（含夾層）,121.4256516,25.19613075,B,喘息服務,0936-090-463,chiouclara@gmail.com,邱雅玲,20220302 10:26:46
財團法人中華民國佛教慈濟慈善事業基金會新北市私立慈濟中和社區長照機構,新北市,中和區,新北市中和區民生里中山路3段41號1樓,121.4709473,25.00650597,B,喘息服務,02-4051-0777*6015,ltc001707@tzuchi.org.tw,釋證嚴,20220412 15:09:13
台灣居護股份有限公司附設新北市私立樹林?角梅社區長照機構,新北市,樹林區,新北市樹林區樹新路40之7號2樓,121.4285202,24.99613953,B,日間照顧服務,02-82588088,sldaycare@thn-buurtzorg.com,汪秋蓉,20220830 09:46:22
新北市坪林區衛生所,新北市,坪林區,新北市坪林區坪林街104號,121.7116547,24.93592262,B,交通接送服務,(02)26656272,AL6070@ntpc.gov.tw,李政宜,20220317 16:49:32
詠贊聯合診所,新北市,蘆洲區,新北市蘆洲區中正路85號,121.4699478,25.08370781,B,居家失能個案家庭醫師照護服務,02-82831555,wellness16888@yahoo.com.tw,邱俊仁,20220318 14:45:29
新北市銀光志工協會(東安站)(社照C),新北市,板橋區,新北市板橋區海山里漢生東路313巷2弄22號1樓,121.4723663,25.00778008,C,巷弄長照站,02-29589299,a0910209107@gmail.com,丁紹斌,20230630 15:01:07
新北市私立宜家居家長照機構,新北市,三重區,新北市三重區福德里集美街75巷27號1樓,121.4980392,25.06240845,B,居家服務,0918-957-363,jl225185007@gmail.com,李?穎,20220208 15:38:08
京安居家照護有限公司附設新北市私立京安居家長照機構,新北市,三峽區,新北市三峽區民生街152-2號2樓,121.3720474,24.93515778,B,喘息服務,02-86720586,jingan86720586@gmail.com,林朋蓁,20230824 08:39:53
新北市私立佐臨服務居家長照機構,新北市,板橋區,新北市板橋區富貴里三民路2段37號23樓之1,121.479454,25.0173912,B,居家服務,0920-243-692,tsolin202088@gmail.com,陳諭萱,20220303 09:34:23
泰林中西藥局,新北市,泰山區,新北市泰山區泰林路2段206號,121.4333725,25.0614357,B,專業照護服務,02-22978367,ed7chen@gmail.com,陳昭元,20190704 14:02:14
達特窩可居家物理治療所,新北市,三峽區,新北市三峽區介壽路一段276巷108弄1號,121.3798752,24.92776108,B,專業照護服務,02-26748522,drwalk4u@gmail.com,賴維澤,20221229 23:13:25
新北市私立大心居家長照機構,新北市,樹林區,新北市樹林區南園里大義路238號1樓,121.3777924,24.94609451,B,專業照護服務,2680-8878,dasin.homecare@gmail.com,簡秀娟,20220321 15:29:58
新北市大有忘年協會(社照C),新北市,三重區,新北市三重區二重里疏洪東路2段131號,121.4752655,25.06661034,C,巷弄長照站,029-814-448,hsw0902@livemail.tw,李訓銀,20230530 19:05:41
新北市私立聯順居家式服務類長期照顧服務機構-永安里巷弄長照站(醫事C),新北市,板橋區,新北市板橋區永安里萬板路186號1樓,121.4761887,25.02370644,C,巷弄長照站,(02)29685077分機186,thnbuutzorg@gmail.com,汪秋蓉,20210220 10:31:21
社團法人新北市銀髮族推廣協會(中和景安分站)(社照C),新北市,中和區,新北市中和區景安里景安路167巷11號,121.5060272,24.99479485,C,巷弄長照站,0909-706-558,bo0987018250@gmail.com,林培修,20230719 11:24:51
福鷺社會企業有限公司附設新北市私立希望城市社區長照機構,新北市,蘆洲區,新北市蘆洲區保新里三民路368-2號1樓,121.4645844,25.09054184,B,日間照顧服務,082-850-601,Fuluseltc@gmail.com,張凱智,20221005 16:33:31
新北市瑞芳區傑魚社區發展協會(社照C),新北市,瑞芳區,新北市瑞芳區傑魚里傑魚坑路245巷2-1號,121.7880325,25.10647774,C,巷弄長照站,024-973-228,Av450414@yahoo.com.tw,廖拱信,20230619 12:02:12
